time,TC01,TC02,TC04,TC05,TC06,TC07,TC08,TC09,TC10,TC12,TC14,TC15,TC16,TC17,TC18,TC20,TC21,TC23,TC24,TC26,TC27,TC28,レベル,鋳込速度,SN開度,鋳込長,TD重量,MD冷却水流量A面内,MD冷却水流量C面外,MD冷却水流量D面右,MD冷却水温度D面右,(TC03:TC04)P,(TC03:TC04)C,(TC07:TC08)P,(TC07:TC08)C,(TC12:TC13)P,(TC12:TC13)C,(TC17:TC18)P,(TC17:TC18)C,(TC21:TC22)P,(TC21:TC22)C,(TC24:TC25)P,(TC24:TC25)C,(TC26:TC27)P,(TC26:TC27)C,(TC03:TC06)P,(TC03:TC06)C,(TC03:TC02)P,(TC03:TC02)C,(TC10:TC08)P,(TC10:TC08)C,(TC17:TC16)P,(TC17:TC16)C,(TC17:TC20)P,(TC17:TC20)C,(TC24:TC22)P,(TC24:TC22)C,(TC24:TC27)P,(TC24:TC27)C,(TC10:TC11)P,(TC10:TC11)C,(TC01:TC02)P,(TC01:TC02)C,(TC05:TC06)P,(TC05:TC06)C,(TC15:TC16)P,(TC15:TC16)C,(TC19:TC20)P,(TC19:TC20)C,(TC07:TC11)P,(TC07:TC11)C,(TC12:TC11)P,(TC12:TC11)C,(TC05:TC04)P,(TC05:TC04)C,(TC01:TC04)P,(TC01:TC04)C,(TC19:TC18)P,(TC19:TC18)C,(TC15:TC18)P,(TC15:TC18)C,(TC07:TC06)P,(TC07:TC06)C,(TC12:TC16)P,(TC12:TC16)C,(TC05:TC08)P,(TC05:TC08)C,(TC15:TC13)P,(TC15:TC13)C,(TC26:TC25)P,(TC26:TC25)C,(TC21:TC25)P,(TC21:TC25)C,(TC10:TC13)P,(TC10:TC13)C,(TC21:TC20)P,(TC21:TC20)C,(TC19:TC22)P,(TC19:TC22)C,(TC01:TC27)P,(TC01:TC27)C,(TC26:TC02)P,(TC26:TC02)C,(TC27:TC28)P,(TC27:TC28)C,(TC22:TC23)P,(TC22:TC23)C,(TC08:TC09)P,(TC08:TC09)C,(TC13:TC14)P,(TC13:TC14)C,
'05:36:47:000,69.400000,58.800000,60.500000,58.100000,66.200000,51.100000,44.000000,41.600000,62.500000,64.700000,41.400000,61.400000,66.700000,60.400000,60.800000,57.900000,59.800000,46.400000,57.000000,52.900000,50.000000,43.400000,-79.000000,0.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.466752,0.546999,0.005644,0.013276,0.691109,0.901213,0.005171,0.013223,0.009995,0.013780,0.015487,0.014446,0.004601,0.013159,0.128605,0.048923,0.128605,0.048923,0.010467,0.020900,0.010466,0.020900,0.010466,0.020900,0.010491,0.020903,0.010491,0.020903,0.006302,0.013351,0.019718,0.014983,0.076152,0.024628,0.021470,0.015211,0.030397,0.016436,0.010466,0.020900,0.916464,0.986774,0.000838,0.019595,0.017621,0.021936,0.021217,0.022480,0.000194,0.019512,0.000004,0.010698,0.000002,0.010698,0.000000,0.010698,0.000004,0.010698,0.010467,0.020900,0.011864,0.021097,0.010467,0.020900,0.000001,0.010698,0.000000,0.010698,0.000001,0.010698,0.000002,0.010698,0.525350,0.679926,0.989012,0.984640,0.005150,0.013221,0.018765,0.014860,
'05:36:47:500,69.600000,58.100000,61.100000,58.200000,65.900000,50.300000,43.300000,42.200000,62.400000,64.300000,42.300000,60.900000,65.700000,60.400000,60.100000,57.700000,59.800000,46.600000,56.800000,52.800000,49.800000,43.600000,-79.100000,0.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.621950,0.836416,0.005781,0.013292,0.716554,0.917750,0.005399,0.013249,0.010743,0.013869,0.020311,0.015060,0.004863,0.013188,0.071458,0.031999,0.071458,0.031999,0.010469,0.020900,0.010466,0.020900,0.010466,0.020900,0.010448,0.020897,0.010448,0.020897,0.006549,0.013380,0.037589,0.017501,0.055202,0.020436,0.022818,0.015390,0.053421,0.020116,0.010466,0.020900,0.916846,0.986811,0.002777,0.019850,0.042971,0.026128,0.015753,0.021660,0.000333,0.019530,0.000005,0.010698,0.000002,0.010698,0.000001,0.010698,0.000003,0.010698,0.010466,0.020900,0.012269,0.021155,0.010469,0.020900,0.000001,0.010698,0.000000,0.010698,0.000001,0.010698,0.000002,0.010698,0.674815,0.888792,0.989023,0.984641,0.005571,0.013268,0.019090,0.014902,
'05:36:48:000,69.300000,58.000000,61.000000,57.500000,66.500000,50.700000,43.900000,41.800000,62.200000,64.600000,41.600000,61.100000,66.000000,60.100000,59.900000,57.900000,59.000000,47.200000,56.700000,52.700000,49.600000,43.600000,-78.800000,0.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.054937,0.020388,0.005581,0.013269,0.725384,0.922766,0.005549,0.013266,0.007021,0.013434,0.022989,0.015413,0.005093,0.013214,0.048149,0.027095,0.048149,0.027095,0.010466,0.020900,0.010466,0.020900,0.010466,0.020900,0.010433,0.020895,0.010433,0.020895,0.006200,0.013340,0.239016,0.108603,0.048007,0.019178,0.021800,0.015255,0.168038,0.056905,0.010466,0.020900,0.916992,0.986825,0.002326,0.019790,0.065153,0.030578,0.020013,0.022296,0.001700,0.019708,0.000004,0.010698,0.000002,0.010698,0.000000,0.010698,0.000012,0.010699,0.010466,0.020900,0.010732,0.020937,0.010466,0.020900,0.000000,0.010698,0.000001,0.010698,0.000001,0.010698,0.000001,0.010698,0.790171,0.950640,0.988996,0.984639,0.005057,0.013210,0.019671,0.014977,
'05:36:48:500,69.400000,57.400000,61.300000,57.600000,66.100000,50.100000,43.300000,42.400000,62.200000,64.200000,42.500000,60.400000,64.700000,60.000000,59.300000,57.800000,58.900000,47.500000,56.400000,52.500000,49.400000,43.800000,-79.000000,0.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.099452,0.030383,0.005673,0.013280,0.832922,0.962658,0.005621,0.013274,0.009062,0.013670,0.052397,0.019935,0.005125,0.013218,0.030100,0.023892,0.030100,0.023892,0.010468,0.020900,0.010466,0.020900,0.010466,0.020900,0.010399,0.020890,0.010399,0.020890,0.006282,0.013349,0.609966,0.821566,0.038347,0.017618,0.029331,0.016285,0.317350,0.212014,0.010466,0.020900,0.952003,0.989727,0.007916,0.020544,0.286406,0.168783,0.011100,0.020989,0.004966,0.020142,0.000005,0.010698,0.000052,0.010701,0.000001,0.010698,0.000003,0.010698,0.010466,0.020900,0.010860,0.020955,0.010468,0.020900,0.000000,0.010698,0.000001,0.010698,0.000001,0.010698,0.000001,0.010698,0.736713,0.928714,0.988947,0.984635,0.005391,0.013248,0.019827,0.014997,
'05:36:49:000,69.000000,57.500000,61.100000,56.800000,66.600000,50.500000,43.800000,42.000000,61.700000,64.200000,41.700000,60.700000,65.000000,59.800000,58.900000,58.000000,58.000000,48.100000,56.300000,52.400000,49.200000,43.800000,-79.000000,0.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.026991,0.015957,0.005449,0.013254,0.848829,0.966214,0.005619,0.013274,0.006766,0.013404,0.088784,0.027590,0.005227,0.013229,0.020188,0.022322,0.020188,0.022322,0.010466,0.020900,0.010466,0.020900,0.010466,0.020900,0.010385,0.020888,0.010385,0.020888,0.005595,0.013271,0.764250,0.941149,0.053141,0.020067,0.019888,0.015005,0.515471,0.659186,0.010466,0.020900,0.988675,0.991979,0.010255,0.020870,0.211154,0.093198,0.018603,0.022083,0.009198,0.020722,0.000004,0.010698,0.000251,0.010714,0.000011,0.010699,0.000008,0.010698,0.010466,0.020900,0.010490,0.020903,0.010466,0.020900,0.000000,0.010698,0.000001,0.010698,0.000002,0.010698,0.000001,0.010698,0.689468,0.900031,0.988768,0.984621,0.005095,0.013214,0.020173,0.015042,
'05:36:49:500,69.000000,56.900000,61.200000,57.000000,66.200000,50.100000,43.200000,42.500000,62.000000,63.600000,42.700000,60.100000,63.600000,59.700000,58.500000,58.000000,57.800000,48.300000,56.100000,52.400000,49.100000,44.000000,-79.100000,0.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.038768,0.017683,0.005340,0.013242,0.962631,0.982412,0.005668,0.013279,0.009235,0.013691,0.176559,0.061539,0.005197,0.013226,0.015399,0.021608,0.015399,0.021608,0.010467,0.020900,0.010466,0.020900,0.010466,0.020900,0.010360,0.020885,0.010360,0.020885,0.005822,0.013297,0.885516,0.972958,0.048715,0.019298,0.027143,0.015978,0.648825,0.865545,0.010466,0.020900,0.999228,0.992512,0.011162,0.020998,0.872421,0.981603,0.046864,0.026852,0.009756,0.020800,0.000004,0.010698,0.006423,0.011119,0.000055,0.010701,0.000004,0.010698,0.010466,0.020900,0.010484,0.020902,0.010467,0.020900,0.000000,0.010698,0.000000,0.010698,0.000047,0.010701,0.000001,0.010698,0.473491,0.563284,0.986947,0.984480,0.005369,0.013245,0.021496,0.015215,
'05:36:50:000,68.600000,57.200000,60.800000,56.300000,66.700000,50.500000,43.700000,42.100000,61.100000,63.300000,41.900000,60.600000,63.900000,59.400000,58.000000,58.300000,56.800000,49.000000,56.000000,52.200000,48.800000,44.000000,-79.200000,0.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.022520,0.015350,0.004759,0.013176,0.967037,0.982813,0.005725,0.013286,0.010545,0.013845,0.179598,0.063280,0.005398,0.013249,0.014257,0.021441,0.014257,0.021441,0.010466,0.020900,0.010466,0.020900,0.010466,0.020900,0.010428,0.020894,0.010428,0.020894,0.005556,0.013267,0.965074,0.982636,0.080617,0.025635,0.013409,0.014190,0.706123,0.911362,0.010466,0.020900,0.999222,0.992512,0.012165,0.021140,0.893561,0.984333,0.097465,0.038711,0.010430,0.020895,0.000003,0.010698,0.013709,0.011621,0.000015,0.010699,0.000008,0.010698,0.010466,0.020900,0.010468,0.020900,0.010466,0.020900,0.000000,0.010698,0.000001,0.010698,0.000098,0.010704,0.000001,0.010698,0.295464,0.177250,0.957499,0.981930,0.005205,0.013227,0.031264,0.016561,
'05:36:50:500,68.600000,56.800000,60.800000,56.500000,66.200000,50.200000,43.100000,42.500000,61.600000,62.800000,42.800000,60.200000,62.600000,59.400000,57.800000,58.400000,56.800000,49.200000,55.900000,52.000000,48.700000,44.300000,-79.400000,0.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028853,0.016217,0.005063,0.013211,0.985664,0.984379,0.005702,0.013283,0.012399,0.014067,0.198273,0.075092,0.005415,0.013250,0.012932,0.021250,0.012932,0.021250,0.010466,0.020900,0.010466,0.020900,0.010466,0.020900,0.010460,0.020899,0.010460,0.020899,0.005703,0.013283,0.976840,0.983662,0.038057,0.017573,0.016319,0.014550,0.427201,0.449476,0.010466,0.020900,0.999219,0.992511,0.010694,0.020932,0.918060,0.986927,0.172575,0.068736,0.010403,0.020891,0.000004,0.010698,0.347527,0.130600,0.000011,0.010699,0.000003,0.010698,0.010466,0.020900,0.010468,0.020900,0.010466,0.020900,0.000004,0.010698,0.000005,0.010698,0.000551,0.010733,0.000002,0.010698,0.202425,0.077996,0.610764,0.822593,0.005417,0.013251,0.210333,0.083825,
'05:36:51:000,68.000000,57.300000,60.300000,55.700000,66.700000,50.500000,43.500000,42.100000,60.700000,62.200000,42.000000,60.900000,62.900000,59.200000,57.300000,58.600000,55.700000,49.900000,55.700000,51.800000,48.400000,44.300000,-79.100000,0.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020283,0.015056,0.004533,0.013151,0.984791,0.984310,0.005759,0.013289,0.019489,0.014953,0.145749,0.046367,0.005407,0.013250,0.012379,0.021171,0.012379,0.021171,0.010466,0.020900,0.010466,0.020900,0.010466,0.020900,0.010462,0.020899,0.010462,0.020899,0.005659,0.013278,0.979722,0.983901,0.061698,0.021648,0.008187,0.013568,0.289908,0.169181,0.010466,0.020900,0.998096,0.992457,0.010724,0.020936,0.767503,0.956907,0.019966,0.022289,0.010457,0.020898,0.000002,0.010698,0.003807,0.010945,0.000010,0.010699,0.000004,0.010698,0.010466,0.020900,0.010475,0.020901,0.010466,0.020900,0.000052,0.010701,0.000041,0.010701,0.000274,0.010716,0.000002,0.010698,0.149242,0.047878,0.388225,0.355710,0.005354,0.013244,0.578484,0.776572,
'05:36:51:500,68.000000,57.000000,60.300000,55.900000,66.200000,50.300000,43.000000,42.300000,61.400000,61.700000,42.900000,60.600000,61.700000,59.300000,57.200000,58.800000,55.600000,49.700000,55.700000,51.600000,48.400000,44.600000,-79.200000,0.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.022637,0.015366,0.004710,0.013171,0.988378,0.984591,0.005679,0.013280,0.019712,0.014982,0.088597,0.027543,0.005448,0.013254,0.012053,0.021124,0.012053,0.021124,0.010466,0.020900,0.010466,0.020900,0.010466,0.020900,0.010467,0.020900,0.010467,0.020900,0.005719,0.013285,0.979364,0.983871,0.018646,0.014845,0.007619,0.013503,0.307247,0.195374,0.010466,0.020900,0.968634,0.990833,0.010478,0.020901,0.608144,0.831614,0.018914,0.022129,0.010445,0.020897,0.000003,0.010698,0.007757,0.011209,0.000014,0.010699,0.000002,0.010698,0.010466,0.020900,0.010468,0.020900,0.010466,0.020900,0.000026,0.010700,0.000043,0.010701,0.000162,0.010708,0.000002,0.010698,0.084043,0.026437,0.185359,0.066716,0.005384,0.013247,0.683457,0.895571,
'05:36:52:000,67.500000,57.700000,60.000000,55.300000,66.600000,50.600000,43.300000,42.000000,60.400000,61.000000,42.200000,61.100000,62.000000,59.200000,56.800000,58.900000,54.700000,50.300000,55.500000,51.400000,48.100000,44.700000,-79.100000,0.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.019932,0.015010,0.004705,0.013170,0.988191,0.984577,0.005853,0.013300,0.063488,0.021995,0.026521,0.015892,0.005444,0.013254,0.012222,0.021148,0.012222,0.021148,0.010466,0.020900,0.010458,0.020898,0.010458,0.020898,0.010466,0.020900,0.010466,0.020900,0.005871,0.013302,0.971969,0.983247,0.021742,0.015247,0.005218,0.013228,0.213771,0.086487,0.010466,0.020900,0.607070,0.830119,0.010470,0.020900,0.522350,0.676261,0.011527,0.021050,0.010454,0.020898,0.000001,0.010698,0.005088,0.011030,0.000012,0.010699,0.000004,0.010698,0.010466,0.020900,0.010470,0.020900,0.010466,0.020900,0.000008,0.010698,0.000092,0.010704,0.001249,0.010778,0.000002,0.010698,0.051335,0.019749,0.133618,0.041485,0.005417,0.013251,0.764161,0.941113,
'05:36:52:500,67.400000,57.400000,60.000000,55.600000,66.000000,50.700000,42.800000,42.000000,61.200000,60.500000,43.100000,60.800000,60.900000,59.300000,57.000000,59.200000,54.600000,50.100000,55.600000,51.300000,48.200000,44.900000,-79.100000,0.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.021495,0.015215,0.004757,0.013176,0.980168,0.983937,0.007864,0.013531,0.033978,0.016958,0.011012,0.013901,0.005283,0.013236,0.012382,0.021171,0.012382,0.021171,0.010466,0.020900,0.010049,0.020841,0.010049,0.020841,0.010466,0.020900,0.010466,0.020900,0.005923,0.013308,0.929822,0.979012,0.008669,0.013624,0.005103,0.013215,0.228494,0.098815,0.010466,0.020900,0.568226,0.768365,0.010466,0.020900,0.522693,0.677019,0.010770,0.020942,0.010453,0.020898,0.000002,0.010698,0.006469,0.011122,0.000010,0.010699,0.000002,0.010698,0.010466,0.020900,0.010466,0.020900,0.010466,0.020900,0.000007,0.010698,0.000025,0.010700,0.001810,0.010815,0.000002,0.010698,0.028566,0.016177,0.021420,0.015205,0.005421,0.013251,0.908620,0.976356,
'05:36:53:000,66.800000,58.100000,59.900000,55.000000,66.400000,50.800000,42.900000,41.700000,60.200000,59.800000,42.600000,61.200000,61.100000,59.100000,56.700000,59.200000,53.700000,50.600000,55.400000,51.100000,48.100000,44.900000,-79.300000,0.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.023818,0.015524,0.005124,0.013218,0.916521,0.977393,0.013011,0.014142,0.071666,0.023659,0.006750,0.013403,0.005330,0.013241,0.015295,0.021592,0.015295,0.021592,0.010458,0.020898,0.009292,0.020735,0.009292,0.020735,0.010466,0.020900,0.010466,0.020900,0.007516,0.013491,0.587292,0.790063,0.008951,0.013657,0.004099,0.013102,0.097060,0.029732,0.010466,0.020900,0.557610,0.748842,0.010466,0.020900,0.499660,0.624100,0.010476,0.020901,0.010463,0.020899,0.000001,0.010698,0.000692,0.010742,0.000008,0.010698,0.000004,0.010698,0.010466,0.020900,0.010466,0.020900,0.010458,0.020898,0.000010,0.010699,0.000022,0.010699,0.000269,0.010715,0.000002,0.010698,0.013619,0.014216,0.021515,0.015217,0.005446,0.013254,0.981448,0.984042,
'05:36:53:500,66.600000,57.900000,60.000000,55.200000,65.700000,51.100000,42.700000,41.600000,61.100000,59.400000,43.400000,60.900000,60.100000,59.100000,57.100000,59.700000,53.500000,50.300000,55.600000,50.900000,48.100000,45.100000,-79.400000,0.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.029038,0.016243,0.005209,0.013227,0.468937,0.552298,0.013692,0.014225,0.020745,0.015116,0.005754,0.013289,0.005446,0.013254,0.014629,0.021495,0.014629,0.021495,0.010467,0.020900,0.009946,0.020827,0.009946,0.020827,0.010466,0.020900,0.010466,0.020900,0.006475,0.013371,0.368728,0.311917,0.005712,0.013284,0.003378,0.013022,0.054324,0.020278,0.010466,0.020900,0.504333,0.635131,0.010466,0.020900,0.093574,0.037612,0.010467,0.020900,0.010460,0.020899,0.000002,0.010698,0.000490,0.010729,0.000008,0.010698,0.000003,0.010698,0.010466,0.020900,0.010466,0.020900,0.010467,0.020900,0.000010,0.010699,0.000037,0.010700,0.000119,0.010706,0.000003,0.010698,0.006843,0.013413,0.008013,0.013548,0.005364,0.013245,0.984319,0.984272,
'05:36:54:000,66.000000,58.700000,60.000000,54.700000,66.000000,51.100000,42.600000,41.500000,60.100000,58.700000,43.100000,61.100000,60.100000,58.900000,56.800000,59.600000,52.700000,50.800000,55.400000,50.700000,48.000000,45.200000,-79.300000,0.300000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.041666,0.018138,0.005422,0.013251,0.438242,0.476797,0.011555,0.013966,0.018275,0.014797,0.005468,0.013256,0.005361,0.013244,0.017053,0.021851,0.017053,0.021851,0.010449,0.020897,0.010274,0.020872,0.010274,0.020872,0.010466,0.020900,0.010466,0.020900,0.010122,0.013795,0.301416,0.186233,0.005792,0.013293,0.003835,0.013073,0.016362,0.014555,0.010466,0.020900,0.029558,0.023803,0.010466,0.020900,0.022628,0.022697,0.010466,0.020900,0.010470,0.020900,0.000001,0.010698,0.000024,0.010700,0.000007,0.010698,0.000003,0.010698,0.010466,0.020900,0.010466,0.020900,0.010449,0.020897,0.000017,0.010699,0.000033,0.010700,0.000030,0.010700,0.000003,0.010698,0.005574,0.013269,0.007209,0.013455,0.005488,0.013259,0.987865,0.984551,
'05:36:54:500,65.700000,58.500000,60.000000,54.800000,65.400000,51.500000,42.400000,41.200000,61.100000,58.400000,43.800000,60.800000,59.300000,58.700000,57.600000,60.100000,52.500000,50.400000,55.700000,50.600000,48.100000,45.300000,-79.400000,0.300000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.047792,0.019141,0.005400,0.013249,0.420650,0.433345,0.007414,0.013479,0.006732,0.013400,0.005133,0.013219,0.005316,0.013239,0.022531,0.022682,0.022531,0.022682,0.010466,0.020900,0.010439,0.020896,0.010439,0.020896,0.010466,0.020900,0.010466,0.020900,0.005911,0.013307,0.168963,0.057390,0.004803,0.013181,0.003002,0.012980,0.010390,0.013827,0.010466,0.020900,0.010609,0.020920,0.010466,0.020900,0.010782,0.020944,0.010466,0.020900,0.010467,0.020900,0.000002,0.010698,0.000051,0.010701,0.000006,0.010698,0.000003,0.010698,0.010466,0.020900,0.010466,0.020900,0.010466,0.020900,0.000013,0.010699,0.000039,0.010700,0.000019,0.010699,0.000002,0.010698,0.004172,0.013111,0.005146,0.013220,0.005474,0.013257,0.988693,0.984616,
'05:36:55:000,65.200000,59.100000,60.200000,54.600000,65.500000,51.500000,42.200000,41.100000,60.000000,57.600000,43.800000,60.900000,59.300000,58.300000,57.400000,60.000000,51.900000,50.900000,55.600000,50.400000,47.800000,45.400000,-79.300000,0.300000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.148756,0.047665,0.005395,0.013248,0.377150,0.330498,0.006428,0.013366,0.006244,0.013345,0.005223,0.013229,0.005365,0.013245,0.018721,0.022100,0.018721,0.022100,0.010463,0.020899,0.010465,0.020899,0.010465,0.020899,0.010466,0.020900,0.010466,0.020900,0.007535,0.013493,0.194302,0.072413,0.005024,0.013206,0.004275,0.013122,0.006277,0.013349,0.010466,0.020900,0.010467,0.020900,0.010466,0.020900,0.010548,0.020911,0.010466,0.020900,0.010470,0.020900,0.000001,0.010698,0.000003,0.010698,0.000005,0.010698,0.000002,0.010698,0.010466,0.020900,0.010466,0.020900,0.010463,0.020899,0.000010,0.010699,0.000032,0.010700,0.000005,0.010698,0.000003,0.010698,0.004425,0.013139,0.005271,0.013234,0.005485,0.013258,0.988903,0.984632,
'05:36:55:500,64.800000,59.100000,60.300000,54.600000,65.000000,52.100000,42.100000,40.700000,61.000000,57.500000,44.400000,60.500000,58.800000,58.000000,58.200000,60.500000,51.700000,50.700000,55.800000,50.300000,47.800000,45.400000,-78.700000,0.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.117299,0.035735,0.005423,0.013251,0.279296,0.154600,0.005580,0.013269,0.005631,0.013275,0.005074,0.013212,0.005227,0.013229,0.021578,0.022535,0.021578,0.022535,0.010466,0.020900,0.010468,0.020900,0.010468,0.020900,0.010466,0.020900,0.010466,0.020900,0.005030,0.013207,0.080678,0.025649,0.004306,0.013126,0.003653,0.013053,0.005796,0.013294,0.010466,0.020900,0.010466,0.020900,0.010466,0.020900,0.010471,0.020900,0.010466,0.020900,0.010470,0.020900,0.000004,0.010698,0.000003,0.010698,0.000003,0.010698,0.000003,0.010698,0.010466,0.020900,0.010466,0.020900,0.010466,0.020900,0.000008,0.010698,0.000017,0.010699,0.000008,0.010699,0.000003,0.010698,0.003919,0.013082,0.004390,0.013135,0.005502,0.013260,0.988913,0.984633,
'05:36:56:000,64.300000,59.700000,60.600000,54.400000,65.000000,52.000000,41.700000,40.700000,59.900000,56.600000,44.500000,60.500000,58.800000,57.700000,58.000000,60.200000,51.300000,51.200000,55.700000,50.200000,47.500000,45.500000,-78.800000,0.300000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.438004,0.476207,0.005459,0.013256,0.126465,0.038856,0.005411,0.013250,0.005599,0.013271,0.005219,0.013228,0.005178,0.013224,0.025498,0.023148,0.025498,0.023148,0.010466,0.020899,0.010469,0.020900,0.010469,0.020900,0.010466,0.020900,0.010466,0.020900,0.005671,0.013280,0.054869,0.020376,0.004804,0.013182,0.004682,0.013168,0.005476,0.013257,0.010466,0.020900,0.010466,0.020900,0.010466,0.020900,0.010467,0.020900,0.010466,0.020900,0.010470,0.020900,0.000003,0.010698,0.000005,0.010698,0.000004,0.010698,0.000001,0.010698,0.010466,0.020900,0.010466,0.020900,0.010466,0.020899,0.000006,0.010698,0.000009,0.010699,0.000014,0.010699,0.000002,0.010698,0.004329,0.013128,0.004765,0.013177,0.005578,0.013269,0.988951,0.984636,
'05:36:56:500,63.900000,59.700000,60.600000,54.400000,64.500000,52.600000,41.800000,40.300000,60.700000,56.600000,45.100000,60.100000,58.300000,57.400000,58.900000,60.700000,51.000000,51.000000,55.900000,50.200000,47.600000,45.500000,-79.000000,0.300000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.460030,0.530594,0.005468,0.013257,0.016427,0.014563,0.005646,0.013277,0.005492,0.013259,0.005342,0.013242,0.005156,0.013221,0.015844,0.021673,0.015844,0.021673,0.010466,0.020900,0.010468,0.020900,0.010468,0.020900,0.010466,0.020900,0.010466,0.020900,0.004740,0.013174,0.014004,0.014263,0.004449,0.013142,0.004468,0.013144,0.005258,0.013233,0.010467,0.020900,0.010466,0.020900,0.010466,0.020900,0.010466,0.020900,0.010466,0.020900,0.010484,0.020902,0.000006,0.010698,0.000006,0.010698,0.000002,0.010698,0.000002,0.010698,0.010466,0.020900,0.010466,0.020900,0.010466,0.020900,0.000005,0.010698,0.000006,0.010698,0.000019,0.010699,0.000002,0.010698,0.004282,0.013123,0.004233,0.013118,0.005544,0.013265,0.988895,0.984631,
'05:36:57:000,63.400000,60.200000,61.000000,54.300000,64.400000,52.500000,41.400000,40.400000,59.600000,55.700000,45.400000,60.000000,58.200000,57.200000,58.600000,60.200000,50.700000,51.400000,55.800000,50.100000,47.400000,45.500000,-79.100000,0.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.640131,0.856724,0.005382,0.013247,0.006840,0.013413,0.005593,0.013271,0.005491,0.013259,0.005377,0.013246,0.005034,0.013207,0.012330,0.021164,0.012330,0.021164,0.010466,0.020900,0.010468,0.020900,0.010468,0.020900,0.010466,0.020900,0.010466,0.020900,0.005162,0.013222,0.008551,0.013611,0.005039,0.013208,0.004912,0.013194,0.005088,0.013214,0.010470,0.020900,0.010466,0.020900,0.010466,0.020900,0.010466,0.020900,0.010466,0.020900,0.010474,0.020901,0.000004,0.010698,0.000007,0.010698,0.000003,0.010698,0.000001,0.010698,0.010466,0.020900,0.010466,0.020900,0.010466,0.020900,0.000005,0.010698,0.000005,0.010698,0.000025,0.010700,0.000001,0.010698,0.004771,0.013178,0.005029,0.013207,0.005631,0.013275,0.988869,0.984629,
'05:36:57:500,63.100000,60.300000,61.000000,54.100000,64.000000,53.300000,41.600000,39.800000,60.400000,55.700000,45.900000,59.700000,58.000000,56.900000,59.300000,60.500000,50.500000,51.400000,56.100000,50.200000,47.500000,45.400000,-79.000000,0.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.615411,0.828463,0.005561,0.013267,0.005715,0.013285,0.005666,0.013279,0.005321,0.013240,0.005388,0.013248,0.005032,0.013207,0.053843,0.028208,0.053843,0.028208,0.010466,0.020900,0.010467,0.020900,0.010467,0.020900,0.010466,0.020900,0.010466,0.020900,0.004931,0.013196,0.006229,0.013343,0.005168,0.013223,0.005264,0.013233,0.004857,0.013188,0.010518,0.020907,0.010466,0.020900,0.010466,0.020900,0.010466,0.020900,0.010466,0.020900,0.010554,0.020912,0.000004,0.010698,0.000006,0.010698,0.000001,0.010698,0.000003,0.010698,0.010466,0.020900,0.010466,0.020900,0.010466,0.020900,0.000005,0.010698,0.000005,0.010698,0.000019,0.010699,0.000001,0.010698,0.004829,0.013184,0.004813,0.013183,0.005564,0.013267,0.988739,0.984619,
