time,TC01,TC02,TC04,TC05,TC06,TC07,TC08,TC09,TC10,TC12,TC14,TC15,TC16,TC17,TC18,TC20,TC21,TC23,TC24,TC26,TC27,TC28,レベル,鋳込速度,SN開度,鋳込長,TD重量,MD冷却水流量A面内,MD冷却水流量C面外,MD冷却水流量D面右,MD冷却水温度D面右,(TC03:TC04)P,(TC03:TC04)C,(TC07:TC08)P,(TC07:TC08)C,(TC12:TC13)P,(TC12:TC13)C,(TC17:TC18)P,(TC17:TC18)C,(TC21:TC22)P,(TC21:TC22)C,(TC24:TC25)P,(TC24:TC25)C,(TC26:TC27)P,(TC26:TC27)C,(TC03:TC06)P,(TC03:TC06)C,(TC03:TC02)P,(TC03:TC02)C,(TC10:TC08)P,(TC10:TC08)C,(TC17:TC16)P,(TC17:TC16)C,(TC17:TC20)P,(TC17:TC20)C,(TC24:TC22)P,(TC24:TC22)C,(TC24:TC27)P,(TC24:TC27)C,(TC10:TC11)P,(TC10:TC11)C,(TC01:TC02)P,(TC01:TC02)C,(TC05:TC06)P,(TC05:TC06)C,(TC15:TC16)P,(TC15:TC16)C,(TC19:TC20)P,(TC19:TC20)C,(TC07:TC11)P,(TC07:TC11)C,(TC12:TC11)P,(TC12:TC11)C,(TC05:TC04)P,(TC05:TC04)C,(TC01:TC04)P,(TC01:TC04)C,(TC19:TC18)P,(TC19:TC18)C,(TC15:TC18)P,(TC15:TC18)C,(TC07:TC06)P,(TC07:TC06)C,(TC12:TC16)P,(TC12:TC16)C,(TC05:TC08)P,(TC05:TC08)C,(TC15:TC13)P,(TC15:TC13)C,(TC26:TC25)P,(TC26:TC25)C,(TC21:TC25)P,(TC21:TC25)C,(TC10:TC13)P,(TC10:TC13)C,(TC21:TC20)P,(TC21:TC20)C,(TC19:TC22)P,(TC19:TC22)C,(TC01:TC27)P,(TC01:TC27)C,(TC26:TC02)P,(TC26:TC02)C,(TC27:TC28)P,(TC27:TC28)C,(TC22:TC23)P,(TC22:TC23)C,(TC08:TC09)P,(TC08:TC09)C,(TC13:TC14)P,(TC13:TC14)C,
'05:36:25:000,60.700000,56.400000,55.800000,51.400000,53.900000,51.100000,42.600000,40.100000,53.900000,46.100000,41.300000,56.600000,51.000000,58.700000,59.800000,58.900000,52.400000,39.500000,50.100000,49.800000,47.000000,36.500000,-87.900000,0.300000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
'05:36:25:500,61.300000,55.900000,55.700000,52.100000,53.500000,51.400000,42.700000,40.200000,55.200000,46.100000,41.600000,56.700000,50.800000,59.000000,60.200000,59.400000,53.200000,39.000000,50.600000,50.300000,47.300000,36.300000,-87.800000,0.300000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
'05:36:26:000,61.700000,56.400000,55.300000,52.100000,54.200000,51.600000,43.100000,40.200000,54.500000,45.800000,40.600000,57.500000,51.800000,59.200000,60.000000,59.300000,53.300000,39.400000,50.800000,50.700000,47.200000,36.200000,-87.600000,0.300000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
'05:36:26:500,62.400000,55.900000,55.000000,52.700000,53.900000,52.100000,43.400000,40.200000,55.800000,45.900000,40.800000,57.600000,51.900000,59.700000,60.500000,59.700000,53.900000,39.100000,51.400000,51.300000,47.500000,36.000000,-87.400000,0.300000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
'05:36:27:000,62.900000,56.300000,54.600000,52.800000,54.400000,52.200000,43.700000,40.200000,55.200000,45.500000,40.100000,58.300000,52.800000,60.000000,60.300000,59.400000,54.000000,39.500000,51.700000,51.700000,47.400000,35.900000,-87.200000,0.300000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
'05:36:27:500,63.600000,55.900000,54.300000,53.400000,54.200000,52.800000,44.000000,40.000000,56.600000,45.800000,40.300000,58.500000,53.000000,60.500000,61.000000,59.700000,54.500000,39.300000,52.400000,52.300000,47.600000,35.800000,-86.900000,0.300000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
'05:36:28:000,64.100000,56.200000,54.000000,53.600000,54.600000,52.800000,44.100000,40.100000,56.000000,45.300000,39.800000,59.100000,53.800000,60.800000,60.800000,59.200000,54.600000,39.600000,52.700000,52.700000,47.500000,35.800000,-86.600000,0.300000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
'05:36:28:500,64.700000,55.900000,53.500000,54.100000,54.400000,53.500000,44.600000,39.800000,57.500000,45.800000,39.900000,59.400000,54.200000,61.100000,61.500000,59.500000,54.900000,39.400000,53.500000,53.300000,47.700000,35.700000,-86.300000,0.300000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
'05:36:29:000,65.100000,56.100000,53.400000,54.500000,54.600000,53.500000,44.500000,40.000000,57.000000,45.300000,39.700000,59.900000,54.800000,61.200000,61.100000,58.900000,55.100000,39.700000,53.600000,53.600000,47.700000,35.800000,-86.000000,0.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005320,0.013240,0.909450,0.976468,0.008121,0.013561,0.028366,0.016149,0.281142,0.157059,0.019713,0.014982,0.017318,0.014676,0.010483,0.020902,0.010483,0.020902,0.014233,0.021438,0.093113,0.037484,0.093113,0.037484,0.011876,0.021099,0.011876,0.021099,0.021112,0.015164,0.020176,0.015042,0.024349,0.015595,0.291284,0.171151,0.013246,0.014170,0.921185,0.987220,0.010466,0.020900,0.079727,0.033978,0.084534,0.035192,0.010556,0.020912,0.834050,0.975126,0.000002,0.010698,0.000001,0.010698,0.000000,0.010698,0.000001,0.010698,0.010563,0.020913,0.881878,0.982888,0.014233,0.021438,0.000001,0.010698,0.000000,0.010698,0.000000,0.010698,0.000000,0.010698,0.514379,0.656844,0.017410,0.014687,0.005554,0.013266,0.775131,0.945369,
'05:36:29:500,65.400000,55.900000,52.900000,54.700000,54.600000,54.300000,45.100000,39.500000,58.400000,46.000000,39.700000,60.100000,55.300000,61.200000,61.800000,59.300000,55.400000,39.600000,54.200000,54.100000,47.900000,35.800000,-85.800000,0.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005568,0.013268,0.687354,0.898486,0.005961,0.013313,0.055942,0.020570,0.549341,0.726780,0.019507,0.014955,0.017461,0.014694,0.010493,0.020903,0.010493,0.020903,0.011319,0.021020,0.359668,0.290344,0.359668,0.290344,0.011605,0.021061,0.011605,0.021061,0.019976,0.015016,0.020403,0.015072,0.042901,0.018335,0.249028,0.118731,0.012692,0.014103,0.905454,0.985661,0.010466,0.020900,0.102583,0.040212,0.150753,0.057993,0.010546,0.020911,0.900699,0.985147,0.000002,0.010698,0.000006,0.010698,0.000000,0.010698,0.000001,0.010698,0.010563,0.020913,0.850373,0.978155,0.011319,0.021020,0.000001,0.010698,0.000000,0.010698,0.000000,0.010698,0.000000,0.010698,0.608579,0.819769,0.018454,0.014820,0.005622,0.013274,0.901986,0.975438,
'05:36:30:000,65.600000,56.100000,52.900000,55.200000,54.800000,54.200000,44.900000,39.700000,58.100000,45.600000,39.800000,60.500000,55.700000,61.300000,61.400000,58.800000,55.600000,39.900000,54.300000,54.400000,47.800000,36.000000,-85.800000,0.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005888,0.013304,0.806128,0.955596,0.005699,0.013283,0.087920,0.027376,0.488517,0.598857,0.019713,0.014982,0.018255,0.014795,0.010478,0.020901,0.010478,0.020901,0.013402,0.021318,0.363247,0.297608,0.363247,0.297608,0.013369,0.021313,0.013369,0.021313,0.020049,0.015026,0.021026,0.015153,0.022958,0.015408,0.459431,0.529127,0.013098,0.014152,0.900331,0.985106,0.010466,0.020900,0.089145,0.036403,0.619599,0.846863,0.010585,0.020916,0.869782,0.981225,0.000001,0.010698,0.000002,0.010698,0.000000,0.010698,0.000001,0.010698,0.010698,0.020932,0.867639,0.980912,0.013402,0.021318,0.000001,0.010698,0.000000,0.010698,0.000001,0.010698,0.000000,0.010698,0.804686,0.955173,0.018672,0.014848,0.005619,0.013274,0.720915,0.920270,
'05:36:30:500,65.600000,56.000000,52.400000,55.400000,54.900000,54.900000,45.700000,39.200000,59.400000,46.400000,39.600000,60.800000,56.200000,61.300000,62.100000,59.100000,55.700000,39.900000,54.700000,54.700000,47.900000,36.100000,-85.700000,0.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006244,0.013345,0.546199,0.720940,0.005286,0.013236,0.353974,0.280744,0.670463,0.885206,0.019633,0.014972,0.018335,0.014805,0.010488,0.020903,0.010488,0.020903,0.010796,0.020946,0.403970,0.387810,0.403970,0.387810,0.015086,0.021562,0.015086,0.021562,0.019790,0.014992,0.039124,0.017738,0.033860,0.016940,0.265077,0.136727,0.014696,0.014348,0.893357,0.984310,0.010466,0.020900,0.063855,0.030295,0.808736,0.969452,0.010833,0.020951,0.895894,0.984605,0.000001,0.010698,0.000004,0.010698,0.000000,0.010698,0.000001,0.010698,0.011035,0.020980,0.876548,0.982177,0.010796,0.020946,0.000001,0.010698,0.000000,0.010698,0.000001,0.010698,0.000000,0.010698,0.890250,0.973701,0.018954,0.014884,0.006156,0.013335,0.788355,0.950036,
'05:36:31:000,65.500000,56.000000,52.500000,55.900000,55.000000,54.600000,45.300000,39.500000,59.300000,46.200000,40.000000,60.900000,56.300000,61.500000,61.600000,58.700000,56.100000,40.000000,54.800000,54.900000,47.800000,36.400000,-85.700000,0.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006605,0.013386,0.728608,0.924513,0.005436,0.013253,0.428532,0.452763,0.605386,0.815569,0.020016,0.015021,0.019122,0.014906,0.010480,0.020901,0.010480,0.020901,0.014572,0.021487,0.168454,0.066554,0.168454,0.066554,0.025217,0.023103,0.025217,0.023103,0.019927,0.015010,0.147602,0.047162,0.022848,0.015394,0.635170,0.851438,0.015789,0.014483,0.891180,0.984051,0.010466,0.020900,0.080268,0.034112,0.898906,0.984947,0.011452,0.021039,0.893790,0.984360,0.000001,0.010698,0.000003,0.010698,0.000000,0.010698,0.000001,0.010698,0.012172,0.021141,0.873720,0.981786,0.014572,0.021487,0.000001,0.010698,0.000000,0.010698,0.000002,0.010698,0.000000,0.010698,0.965215,0.982649,0.019169,0.014912,0.006015,0.013319,0.824513,0.960596,
'05:36:31:500,65.200000,56.100000,52.200000,56.000000,55.300000,55.400000,46.100000,38.900000,60.400000,47.200000,39.600000,61.200000,57.000000,61.700000,62.200000,59.000000,56.300000,40.200000,55.300000,55.200000,47.800000,36.600000,-85.600000,0.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.007266,0.013462,0.462786,0.537336,0.005305,0.013238,0.521206,0.671324,0.690656,0.900887,0.020005,0.015020,0.019568,0.014963,0.010483,0.020902,0.010483,0.020902,0.010636,0.020923,0.089076,0.036385,0.089076,0.036385,0.015143,0.021570,0.015143,0.021570,0.019682,0.014978,0.573921,0.769299,0.052851,0.020015,0.537917,0.705110,0.017582,0.014709,0.887494,0.983601,0.010466,0.020900,0.095278,0.038089,0.899452,0.985008,0.012793,0.021230,0.906169,0.985737,0.000001,0.010698,0.000004,0.010698,0.000000,0.010698,0.000002,0.010698,0.013918,0.021392,0.794580,0.965663,0.010636,0.020923,0.000001,0.010698,0.000001,0.010698,0.000002,0.010698,0.000000,0.010698,0.977060,0.983680,0.019194,0.014915,0.007927,0.013538,0.903536,0.975656,
'05:36:32:000,64.900000,56.000000,52.400000,56.600000,55.300000,54.900000,45.700000,39.200000,60.600000,47.200000,40.200000,61.100000,56.900000,62.100000,61.900000,58.700000,56.800000,40.400000,55.300000,55.300000,47.800000,37.100000,-85.400000,0.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.007952,0.013541,0.640816,0.857439,0.005407,0.013250,0.279621,0.155031,0.612845,0.825245,0.021660,0.015236,0.020933,0.015141,0.010477,0.020901,0.010477,0.020901,0.012341,0.021165,0.020255,0.022333,0.020255,0.022333,0.044315,0.026375,0.044315,0.026375,0.019906,0.015007,0.648002,0.864734,0.024245,0.015581,0.688728,0.899492,0.017526,0.014702,0.864870,0.980498,0.010466,0.020900,0.049351,0.027326,0.903280,0.985429,0.014901,0.021535,0.905485,0.985664,0.000001,0.010698,0.000004,0.010698,0.000000,0.010698,0.000001,0.010698,0.023907,0.022897,0.790131,0.964368,0.012341,0.021165,0.000001,0.010698,0.000000,0.010698,0.000002,0.010698,0.000000,0.010698,0.984873,0.984317,0.019244,0.014921,0.009405,0.013711,0.872483,0.970770,
'05:36:32:500,64.300000,56.100000,52.000000,56.500000,55.700000,55.600000,46.500000,38.500000,61.400000,48.200000,39.600000,61.300000,57.800000,62.200000,62.400000,59.000000,56.900000,40.600000,55.600000,55.500000,47.800000,37.300000,-85.200000,0.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.009865,0.013765,0.635960,0.852292,0.005417,0.013251,0.394449,0.370220,0.749441,0.934796,0.024785,0.015654,0.025929,0.015810,0.010479,0.020901,0.010479,0.020901,0.010638,0.020924,0.025624,0.023168,0.025624,0.023168,0.049009,0.027260,0.049009,0.027260,0.019706,0.014981,0.682773,0.895050,0.087002,0.027150,0.698399,0.906288,0.022113,0.015296,0.887626,0.983618,0.010466,0.020900,0.191854,0.079993,0.860363,0.979802,0.028714,0.023665,0.914049,0.986539,0.000002,0.010698,0.000005,0.010698,0.000001,0.010698,0.000002,0.010698,0.035949,0.024879,0.740926,0.945950,0.010638,0.020924,0.000001,0.010698,0.000001,0.010698,0.000002,0.010698,0.000000,0.010698,0.985388,0.984357,0.019202,0.014916,0.011252,0.013930,0.933874,0.979476,
'05:36:33:000,64.100000,55.900000,52.200000,57.000000,55.700000,54.900000,46.000000,38.800000,61.800000,48.400000,40.300000,61.100000,57.500000,62.600000,62.300000,58.700000,57.500000,40.700000,55.600000,55.500000,47.800000,37.700000,-85.100000,0.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.011620,0.013974,0.726000,0.923103,0.005373,0.013246,0.122065,0.037324,0.599641,0.807788,0.050885,0.019671,0.100678,0.030722,0.010479,0.020901,0.010479,0.020901,0.012293,0.021158,0.019368,0.022198,0.019368,0.022198,0.131524,0.050024,0.131524,0.050024,0.019933,0.015011,0.701237,0.908188,0.042845,0.018326,0.745024,0.932754,0.036806,0.017382,0.860232,0.979781,0.010466,0.020900,0.278085,0.158202,0.752247,0.950940,0.026648,0.023331,0.911890,0.986324,0.000002,0.010698,0.000005,0.010698,0.000001,0.010698,0.000003,0.010698,0.204723,0.088565,0.720492,0.935553,0.012293,0.021158,0.000001,0.010698,0.000001,0.010698,0.000003,0.010698,0.000001,0.010698,0.986412,0.984438,0.019334,0.014933,0.013845,0.014243,0.893617,0.974215,
'05:36:33:500,63.500000,56.200000,51.800000,56.800000,56.300000,55.400000,46.700000,38.200000,62.300000,49.500000,39.500000,61.400000,58.500000,62.800000,62.900000,59.000000,57.500000,41.100000,55.700000,55.600000,47.800000,38.000000,-85.000000,0.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014333,0.014303,0.743011,0.931800,0.005530,0.013264,0.081824,0.025914,0.813899,0.957796,0.210820,0.084198,0.379325,0.335382,0.010484,0.020902,0.010484,0.020902,0.010971,0.020971,0.020077,0.022305,0.020077,0.022305,0.276845,0.156677,0.276845,0.156677,0.019868,0.015002,0.756725,0.938013,0.224287,0.095134,0.809215,0.956486,0.220610,0.092023,0.889541,0.983853,0.010468,0.020900,0.400115,0.378744,0.105189,0.041001,0.152847,0.058941,0.936134,0.988518,0.000002,0.010698,0.000019,0.010699,0.000001,0.010698,0.000059,0.010702,0.558461,0.750448,0.819882,0.972111,0.010971,0.020971,0.000001,0.010698,0.000001,0.010698,0.000002,0.010698,0.000001,0.010698,0.986021,0.984407,0.019543,0.014960,0.015174,0.014407,0.902448,0.975503,
'05:36:34:000,63.400000,56.000000,52.000000,57.400000,56.100000,54.600000,46.100000,38.400000,63.000000,49.900000,40.300000,61.000000,58.100000,63.100000,63.000000,58.800000,57.900000,41.100000,55.700000,55.500000,47.800000,38.500000,-84.700000,0.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.016279,0.014545,0.832383,0.962530,0.005662,0.013279,0.037759,0.017527,0.747769,0.934032,0.481286,0.581882,0.618326,0.832052,0.010503,0.020905,0.010503,0.020905,0.012065,0.021126,0.023468,0.022828,0.023468,0.022828,0.588217,0.802039,0.588217,0.802039,0.019969,0.015015,0.874129,0.971058,0.087731,0.027329,0.905555,0.975937,0.438761,0.478083,0.919192,0.987034,0.010469,0.020900,0.570842,0.773001,0.054800,0.028400,0.059424,0.029350,0.997143,0.992410,0.000003,0.010698,0.000034,0.010700,0.000001,0.010698,0.000194,0.010710,0.764508,0.955800,0.868389,0.981022,0.012065,0.021126,0.000001,0.010698,0.000001,0.010698,0.000002,0.010698,0.000001,0.010698,0.985890,0.984397,0.019538,0.014959,0.018549,0.014832,0.817656,0.958814,
'05:36:34:500,63.000000,56.400000,51.700000,57.000000,56.800000,55.100000,46.900000,37.900000,63.200000,50.900000,39.500000,61.400000,59.200000,63.100000,63.500000,59.000000,57.800000,41.500000,55.700000,55.500000,47.800000,38.800000,-84.400000,0.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.018078,0.014772,0.831616,0.962346,0.005886,0.013304,0.066086,0.022510,0.896076,0.974582,0.646764,0.863504,0.687478,0.898577,0.010530,0.020909,0.010530,0.020909,0.011803,0.021089,0.052147,0.027871,0.052147,0.027871,0.705272,0.926488,0.705272,0.926488,0.020020,0.015022,0.966600,0.982774,0.394015,0.369202,0.967767,0.982878,0.642538,0.859222,0.865556,0.980601,0.010467,0.020900,0.391011,0.357727,0.238571,0.115859,0.202387,0.086941,0.998955,0.992499,0.000003,0.010698,0.000035,0.010700,0.000001,0.010698,0.001601,0.010801,0.836960,0.975699,0.886513,0.983479,0.011803,0.021089,0.000001,0.010698,0.000003,0.010698,0.000002,0.010698,0.000007,0.010698,0.984308,0.984272,0.019645,0.014973,0.029146,0.016258,0.647966,0.864698,
'05:36:35:000,63.100000,56.100000,52.000000,57.500000,56.700000,54.400000,46.200000,38.300000,64.100000,51.400000,40.300000,61.000000,58.800000,63.200000,63.900000,58.900000,58.000000,41.400000,55.500000,55.400000,48.000000,39.400000,-84.100000,0.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.018894,0.014876,0.948602,0.981053,0.006274,0.013348,0.080136,0.025524,0.898009,0.974866,0.711830,0.914921,0.768661,0.942903,0.010611,0.020920,0.010611,0.020920,0.014240,0.021439,0.177183,0.071265,0.177183,0.071265,0.873566,0.981765,0.873566,0.981765,0.020015,0.015021,0.979997,0.983923,0.510093,0.647566,0.984686,0.984302,0.828278,0.961536,0.985545,0.991812,0.010468,0.020900,0.757055,0.952911,0.460530,0.527758,0.143748,0.054940,0.998597,0.992481,0.000011,0.010699,0.000000,0.010698,0.000001,0.010698,0.002949,0.010889,0.925811,0.987639,0.925471,0.987609,0.014240,0.021439,0.000002,0.010698,0.000020,0.010699,0.000001,0.010698,0.000296,0.010717,0.979916,0.983917,0.019709,0.014982,0.048093,0.019192,0.507912,0.642791,
'05:36:35:500,62.900000,56.700000,51.800000,57.100000,57.500000,54.700000,46.800000,37.800000,63.900000,52.400000,39.400000,61.500000,60.000000,62.900000,64.300000,59.100000,57.600000,41.700000,55.400000,55.400000,48.100000,39.600000,-83.600000,0.310000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.019215,0.014918,0.910602,0.976622,0.006251,0.013346,0.166279,0.055992,0.954360,0.981627,0.786581,0.949437,0.910299,0.976581,0.010912,0.020962,0.010912,0.020962,0.017151,0.021866,0.244489,0.121426,0.244489,0.121426,0.963341,0.990498,0.963341,0.990498,0.020194,0.015044,0.973648,0.983392,0.656856,0.873212,0.985861,0.984395,0.960588,0.982223,0.819182,0.971952,0.010467,0.020900,0.674310,0.903904,0.528033,0.688713,0.835090,0.975333,0.998270,0.992465,0.000006,0.010698,0.000001,0.010698,0.000001,0.010698,0.072083,0.016814,0.996537,0.992380,0.992916,0.992199,0.017151,0.021866,0.000005,0.010698,0.000200,0.010711,0.000015,0.010699,0.000532,0.010732,0.970233,0.983096,0.019830,0.014997,0.461363,0.533858,0.455965,0.520616,
