time,#1,#2,#4,#5,#6,#7,#8,#9,#10,#12,#14,#15,#16,Level,Vc,(#3:#4)P,(#3:#4)C,(#7:#8)P,(#7:#8)C,(#12:#13)P,(#12:#13)C,(#17:#18)P,(#17:#18)C,(#21:#22)P,(#21:#22)C,(#24:#25)P,(#24:#25)C,(#26:#27)P,(#26:#27)C,(#3:#6)P,(#3:#6)C,(#3:#2)P,(#3:#2)C,(#10:#8)P,(#10:#8)C,(#17:#16)P,(#17:#16)C,(#17:#20)P,(#17:#20)C,(#24:#22)P,(#24:#22)C,(#24:#27)P,(#24:#27)C,(#10:#11)P,(#10:#11)C,(#1:#2)P,(#1:#2)C,(#5:#6)P,(#5:#6)C,(#15:#16)P,(#15:#16)C,(#19:#20)P,(#19:#20)C,(#7:#11)P,(#7:#11)C,(#12:#11)P,(#12:#11)C,(#5:#4)P,(#5:#4)C,(#1:#4)P,(#1:#4)C,(#19:#18)P,(#19:#18)C,(#15:#18)P,(#15:#18)C,(#7:#6)P,(#7:#6)C,(#12:#16)P,(#12:#16)C,(#5:#8)P,(#5:#8)C,(#15:#13)P,(#15:#13)C,(#26:#25)P,(#26:#25)C,(#21:#25)P,(#21:#25)C,(#10:#13)P,(#10:#13)C,(#21:#20)P,(#21:#20)C,(#19:#22)P,(#19:#22)C,(#1:#27)P,(#1:#27)C,(#26:#2)P,(#26:#2)C,(#27:#28)P,(#27:#28)C,(#22:#23)P,(#22:#23)C,(#8:#9)P,(#8:#9)C,(#13:#14)P,(#13:#14)C,
'09:07:09:496,0.000000,0.000000,80.400000,89.700000,85.000000,0.000000,0.000000,54.100000,0.000000,0.000000,0.000000,0.000000,0.000000,92.600000,0.000000,0.000000,0.000000,0.002240,0.010703,0.000000,0.000000,0.012665,0.011741,0.000000,0.000000,0.000000,0.000000,0.011417,0.011611,0.000000,0.000000,0.000000,0.000000,0.010469,0.020900,0.242428,0.119458,0.242428,0.119458,0.000000,0.000000,0.007760,0.020523,0.000000,0.000000,0.002240,0.010703,0.031421,0.013897,0.002240,0.010703,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010466,0.020900,0.010469,0.020900,0.000000,0.000000,0.010469,0.020900,0.000000,0.010698,0.000000,0.010698,0.000003,0.010698,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.010698,0.000000,0.000000,0.000000,0.010698,0.000000,0.010698,0.005092,0.010977,0.000000,0.000000,0.002240,0.010703,0.000000,0.000000,
'09:07:09:496,0.000000,0.000000,80.400000,89.200000,84.800000,0.000000,0.000000,54.100000,0.000000,0.000000,0.000000,0.000000,0.000000,93.200000,0.000000,0.000000,0.000000,0.002240,0.010703,0.000000,0.000000,0.013099,0.011787,0.000000,0.000000,0.000000,0.000000,0.011706,0.011641,0.000000,0.000000,0.000000,0.000000,0.010469,0.020900,0.093090,0.037478,0.093090,0.037478,0.000000,0.000000,0.021998,0.022600,0.000000,0.000000,0.002240,0.010703,0.010788,0.011546,0.002240,0.010703,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010466,0.020900,0.010469,0.020900,0.000000,0.000000,0.010469,0.020900,0.000000,0.010698,0.000000,0.010698,0.000004,0.010698,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.010698,0.000000,0.000000,0.000000,0.010698,0.000000,0.010698,0.004805,0.010949,0.000000,0.000000,0.002240,0.010703,0.000000,0.000000,
'09:07:09:496,0.000000,0.000000,79.800000,88.200000,85.000000,0.000000,0.000000,53.900000,0.000000,0.000000,0.000000,0.000000,0.000000,93.200000,0.000000,0.000000,0.000000,0.002240,0.010703,0.000000,0.000000,0.014410,0.011926,0.000000,0.000000,0.000000,0.000000,0.012252,0.011698,0.000000,0.000000,0.000000,0.000000,0.010469,0.020900,0.671088,0.901194,0.671088,0.901194,0.000000,0.000000,0.049506,0.027356,0.000000,0.000000,0.002240,0.010703,0.007015,0.011166,0.002240,0.010703,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010466,0.020900,0.010469,0.020900,0.000000,0.000000,0.010469,0.020900,0.000000,0.010698,0.000000,0.010698,0.000006,0.010698,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010698,0.000000,0.000000,0.000000,0.010698,0.000000,0.010698,0.003244,0.010798,0.000000,0.000000,0.002240,0.010703,0.000000,0.000000,
'09:07:09:496,0.000000,0.000000,79.500000,87.800000,84.800000,0.000000,0.000000,54.000000,0.000000,0.000000,0.000000,0.000000,0.000000,93.700000,0.000000,0.000000,0.000000,0.002240,0.010703,0.000000,0.000000,0.014362,0.011921,0.000000,0.000000,0.000000,0.000000,0.012142,0.011687,0.000000,0.000000,0.000000,0.000000,0.010469,0.020900,0.517976,0.666498,0.517976,0.666498,0.000000,0.000000,0.031435,0.024113,0.000000,0.000000,0.002240,0.010703,0.003718,0.010844,0.002240,0.010703,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010466,0.020900,0.010469,0.020900,0.000000,0.000000,0.010469,0.020900,0.000000,0.010698,0.000000,0.010698,0.000006,0.010698,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.010698,0.000000,0.000000,0.000000,0.010698,0.000000,0.010698,0.002774,0.010754,0.000000,0.000000,0.002240,0.010703,0.000000,0.000000,
'09:07:09:496,0.000000,0.000000,78.900000,86.800000,85.000000,0.000000,0.000000,53.900000,0.000000,0.000000,0.000000,0.000000,0.000000,93.800000,0.000000,0.000000,0.000000,0.002240,0.010703,0.000000,0.000000,0.014604,0.011946,0.000000,0.000000,0.000000,0.000000,0.012235,0.011696,0.000000,0.000000,0.000000,0.000000,0.010469,0.020900,0.757017,0.952896,0.757017,0.952896,0.000000,0.000000,0.014737,0.021511,0.000000,0.000000,0.002240,0.010703,0.003401,0.010814,0.002240,0.010703,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010466,0.020900,0.010469,0.020900,0.000000,0.000000,0.010469,0.020900,0.000000,0.010698,0.000000,0.010698,0.000011,0.010699,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.010698,0.000000,0.000000,0.000000,0.010698,0.000000,0.010698,0.002281,0.010707,0.000000,0.000000,0.002240,0.010703,0.000000,0.000000,
'09:07:09:496,0.000000,0.000000,78.600000,86.200000,84.700000,0.000000,0.000000,54.100000,0.000000,0.000000,0.000000,0.000000,0.000000,94.500000,0.000000,0.000000,0.000000,0.002240,0.010703,0.000000,0.000000,0.014587,0.011945,0.000000,0.000000,0.000000,0.000000,0.011993,0.011671,0.000000,0.000000,0.000000,0.000000,0.010469,0.020900,0.156994,0.060868,0.156994,0.060868,0.000000,0.000000,0.010802,0.020947,0.000000,0.000000,0.002240,0.010703,0.003350,0.010809,0.002240,0.010703,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010466,0.020900,0.010469,0.020900,0.000000,0.000000,0.010469,0.020900,0.000000,0.010698,0.000000,0.010698,0.000010,0.010699,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000002,0.010698,0.000000,0.000000,0.000000,0.010698,0.000000,0.010698,0.002277,0.010706,0.000000,0.000000,0.002240,0.010703,0.000000,0.000000,
'09:07:09:496,0.000000,0.000000,78.000000,85.300000,84.900000,0.000000,0.000000,54.100000,0.000000,0.000000,0.000000,0.000000,0.000000,94.600000,0.000000,0.000000,0.000000,0.002240,0.010703,0.000000,0.000000,0.014608,0.011947,0.000000,0.000000,0.000000,0.000000,0.012451,0.011719,0.000000,0.000000,0.000000,0.000000,0.010469,0.020900,0.324417,0.225341,0.324417,0.225341,0.000000,0.000000,0.010450,0.020897,0.000000,0.000000,0.002240,0.010703,0.003345,0.010808,0.002240,0.010703,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010466,0.020900,0.010469,0.020900,0.000000,0.000000,0.010469,0.020900,0.000000,0.010698,0.000000,0.010698,0.000013,0.010699,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.010698,0.000000,0.000000,0.000000,0.010698,0.000000,0.010698,0.002223,0.010701,0.000000,0.000000,0.002240,0.010703,0.000000,0.000000,
'09:07:09:496,0.000000,0.000000,77.700000,84.900000,84.700000,0.000000,0.000000,54.400000,0.000000,0.000000,0.000000,0.000000,0.000000,95.200000,0.000000,0.000000,0.000000,0.002240,0.010703,0.000000,0.000000,0.014213,0.011905,0.000000,0.000000,0.000000,0.000000,0.012594,0.011734,0.000000,0.000000,0.000000,0.000000,0.010469,0.020900,0.080446,0.034156,0.080446,0.034156,0.000000,0.000000,0.010439,0.020896,0.000000,0.000000,0.002240,0.010703,0.003343,0.010808,0.002240,0.010703,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010466,0.020900,0.010469,0.020900,0.000000,0.000000,0.010469,0.020900,0.000000,0.010698,0.000000,0.010698,0.000006,0.010698,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.010698,0.000000,0.000000,0.000000,0.010698,0.000001,0.010698,0.001973,0.010678,0.000000,0.000000,0.002240,0.010703,0.000000,0.000000,
'09:07:09:496,0.000000,0.000000,77.100000,84.300000,84.900000,0.000000,0.000000,54.500000,0.000000,0.000000,0.000000,0.000000,0.000000,95.400000,0.000000,0.000000,0.000000,0.002240,0.010703,0.000000,0.000000,0.014191,0.011902,0.000000,0.000000,0.000000,0.000000,0.014049,0.011887,0.000000,0.000000,0.000000,0.000000,0.010469,0.020900,0.119097,0.045518,0.119097,0.045518,0.000000,0.000000,0.010447,0.020897,0.000000,0.000000,0.002240,0.010703,0.003342,0.010808,0.002240,0.010703,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010466,0.020900,0.010469,0.020900,0.000000,0.000000,0.010469,0.020900,0.000000,0.010698,0.000000,0.010698,0.000005,0.010698,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010698,0.000000,0.000000,0.000000,0.010698,0.000001,0.010698,0.002014,0.010682,0.000000,0.000000,0.002240,0.010703,0.000000,0.000000,
'09:07:09:496,0.000000,0.000000,76.800000,84.100000,84.700000,0.000000,0.000000,54.900000,0.000000,0.000000,0.000000,0.000000,0.000000,96.100000,0.000000,0.000000,0.000000,0.002240,0.010703,0.000000,0.000000,0.013601,0.011840,0.000000,0.000000,0.000000,0.000000,0.018001,0.012315,0.000000,0.000000,0.000000,0.000000,0.010469,0.020900,0.023135,0.022776,0.023135,0.022776,0.000000,0.000000,0.010426,0.020894,0.000000,0.000000,0.002240,0.010703,0.003336,0.010807,0.002240,0.010703,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010466,0.020900,0.010469,0.020900,0.000000,0.000000,0.010469,0.020900,0.000000,0.010698,0.000000,0.010698,0.000005,0.010698,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010698,0.000000,0.000000,0.000000,0.010698,0.000001,0.010698,0.001814,0.010663,0.000000,0.000000,0.002240,0.010703,0.000000,0.000000,
'09:07:09:496,0.000000,0.000000,76.200000,83.700000,84.900000,0.000000,0.000000,55.100000,0.000000,0.000000,0.000000,0.000000,0.000000,96.200000,0.000000,0.000000,0.000000,0.002240,0.010703,0.000000,0.000000,0.013858,0.011867,0.000000,0.000000,0.000000,0.000000,0.029218,0.013623,0.000000,0.000000,0.000000,0.000000,0.010469,0.020900,0.088289,0.036175,0.088289,0.036175,0.000000,0.000000,0.010437,0.020895,0.000000,0.000000,0.002240,0.010703,0.003337,0.010807,0.002240,0.010703,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010466,0.020900,0.010469,0.020900,0.000000,0.000000,0.010469,0.020900,0.000000,0.010698,0.000000,0.010698,0.000005,0.010698,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010698,0.000000,0.000000,0.000000,0.010698,0.000002,0.010698,0.001969,0.010677,0.000000,0.000000,0.002240,0.010703,0.000000,0.000000,
'09:07:09:496,0.000000,0.000000,76.000000,83.600000,84.400000,0.000000,0.000000,55.700000,0.000000,0.000000,0.000000,0.000000,0.000000,96.800000,0.000000,0.000000,0.000000,0.002240,0.010703,0.000000,0.000000,0.013356,0.011814,0.000000,0.000000,0.000000,0.000000,0.053351,0.016978,0.000000,0.000000,0.000000,0.000000,0.010469,0.020900,0.033256,0.024419,0.033256,0.024419,0.000000,0.000000,0.010431,0.020895,0.000000,0.000000,0.002240,0.010703,0.003333,0.010807,0.002240,0.010703,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010466,0.020900,0.010469,0.020900,0.000000,0.000000,0.010469,0.020900,0.000000,0.010698,0.000000,0.010698,0.000005,0.010698,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010698,0.000000,0.000000,0.000000,0.010698,0.000015,0.010699,0.002253,0.010704,0.000000,0.000000,0.002240,0.010703,0.000000,0.000000,
'09:07:09:496,0.000000,0.000000,75.300000,83.400000,84.400000,0.000000,0.000000,55.900000,0.000000,0.000000,0.000000,0.000000,0.000000,96.800000,0.000000,0.000000,0.000000,0.002240,0.010703,0.000000,0.000000,0.013638,0.011844,0.000000,0.000000,0.000000,0.000000,0.090084,0.023900,0.000000,0.000000,0.000000,0.000000,0.010469,0.020900,0.413706,0.411099,0.413706,0.411099,0.000000,0.000000,0.010452,0.020898,0.000000,0.000000,0.002240,0.010703,0.003338,0.010807,0.002240,0.010703,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010466,0.020900,0.010469,0.020900,0.000000,0.000000,0.010469,0.020900,0.000000,0.010698,0.000000,0.010698,0.000004,0.010698,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010698,0.000000,0.000000,0.000000,0.010698,0.000028,0.010700,0.002429,0.010721,0.000000,0.000000,0.002240,0.010703,0.000000,0.000000,
'09:07:09:496,0.000000,0.000000,75.100000,83.400000,83.900000,0.000000,0.000000,56.500000,0.000000,0.000000,0.000000,0.000000,0.000000,97.300000,0.000000,0.000000,0.000000,0.002240,0.010703,0.000000,0.000000,0.013353,0.011814,0.000000,0.000000,0.000000,0.000000,0.068760,0.019578,0.000000,0.000000,0.000000,0.000000,0.010469,0.020900,0.203591,0.087774,0.203591,0.087774,0.000000,0.000000,0.010459,0.020899,0.000000,0.000000,0.002240,0.010703,0.003339,0.010808,0.002240,0.010703,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010466,0.020900,0.010469,0.020900,0.000000,0.000000,0.010469,0.020900,0.000000,0.010698,0.000000,0.010698,0.000002,0.010698,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010698,0.000000,0.000000,0.000000,0.010698,0.000072,0.010703,0.002801,0.010756,0.000000,0.000000,0.002240,0.010703,0.000000,0.000000,
'09:07:09:496,0.000000,0.000000,74.500000,83.400000,83.800000,0.000000,0.000000,56.800000,0.000000,0.000000,0.000000,0.000000,0.000000,97.200000,0.000000,0.000000,0.000000,0.002240,0.010703,0.000000,0.000000,0.014267,0.011910,0.000000,0.000000,0.000000,0.000000,0.101603,0.026644,0.000000,0.000000,0.000000,0.000000,0.010469,0.020900,0.795346,0.965881,0.795346,0.965881,0.000000,0.000000,0.010465,0.020899,0.000000,0.000000,0.002240,0.010703,0.003342,0.010808,0.002240,0.010703,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010466,0.020900,0.010469,0.020900,0.000000,0.000000,0.010469,0.020900,0.000000,0.010698,0.000000,0.010698,0.000002,0.010698,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010698,0.000000,0.000000,0.000000,0.010698,0.000029,0.010700,0.003206,0.010795,0.000000,0.000000,0.002240,0.010703,0.000000,0.000000,
'09:07:09:496,0.000000,0.000000,74.300000,83.500000,83.100000,0.000000,0.000000,57.300000,0.000000,0.000000,0.000000,0.000000,0.000000,97.600000,0.000000,0.000000,0.000000,0.002240,0.010703,0.000000,0.000000,0.014946,0.011983,0.000000,0.000000,0.000000,0.000000,0.032934,0.014089,0.000000,0.000000,0.000000,0.000000,0.010469,0.020900,0.722944,0.936903,0.722944,0.936903,0.000000,0.000000,0.010467,0.020900,0.000000,0.000000,0.002240,0.010703,0.003341,0.010808,0.002240,0.010703,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010466,0.020900,0.010469,0.020900,0.000000,0.000000,0.010469,0.020900,0.000000,0.010698,0.000000,0.010698,0.000001,0.010698,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010698,0.000000,0.000000,0.000000,0.010698,0.000004,0.010698,0.004877,0.010956,0.000000,0.000000,0.002240,0.010703,0.000000,0.000000,
'09:07:09:496,0.000000,0.000000,73.800000,83.700000,82.800000,0.000000,0.000000,57.600000,0.000000,0.000000,0.000000,0.000000,0.000000,97.300000,0.000000,0.000000,0.000000,0.002240,0.010703,0.000000,0.000000,0.015817,0.012077,0.000000,0.000000,0.000000,0.000000,0.017597,0.012271,0.000000,0.000000,0.000000,0.000000,0.010469,0.020900,0.859200,0.979617,0.859200,0.979617,0.000000,0.000000,0.010469,0.020900,0.000000,0.000000,0.002240,0.010703,0.003342,0.010808,0.002240,0.010703,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010466,0.020900,0.010469,0.020900,0.000000,0.000000,0.010469,0.020900,0.000000,0.010698,0.000000,0.010698,0.000001,0.010698,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010698,0.000000,0.000000,0.000000,0.010698,0.000001,0.010698,0.004194,0.010890,0.000000,0.000000,0.002240,0.010703,0.000000,0.000000,
'09:07:09:496,0.000000,0.000000,73.500000,83.800000,82.200000,0.000000,0.000000,58.000000,0.000000,0.000000,0.000000,0.000000,0.000000,97.600000,0.000000,0.000000,0.000000,0.002240,0.010703,0.000000,0.000000,0.084877,0.022759,0.000000,0.000000,0.000000,0.000000,0.012673,0.011742,0.000000,0.000000,0.000000,0.000000,0.010469,0.020900,0.889037,0.983791,0.889037,0.983791,0.000000,0.000000,0.010469,0.020900,0.000000,0.000000,0.002240,0.010703,0.003342,0.010808,0.002240,0.010703,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010466,0.020900,0.010469,0.020900,0.000000,0.000000,0.010469,0.020900,0.000000,0.010698,0.000000,0.010698,0.000001,0.010698,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010698,0.000000,0.000000,0.000000,0.010698,0.000001,0.010698,0.005556,0.011022,0.000000,0.000000,0.002240,0.010703,0.000000,0.000000,
'09:07:09:496,0.000000,0.000000,73.000000,84.100000,81.700000,0.000000,0.000000,58.300000,0.000000,0.000000,0.000000,0.000000,0.000000,97.300000,0.000000,0.000000,0.000000,0.002240,0.010703,0.000000,0.000000,0.087144,0.023248,0.000000,0.000000,0.000000,0.000000,0.015199,0.012010,0.000000,0.000000,0.000000,0.000000,0.010469,0.020900,0.916363,0.986764,0.916363,0.986764,0.000000,0.000000,0.010472,0.020900,0.000000,0.000000,0.002240,0.010703,0.003342,0.010808,0.002240,0.010703,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010466,0.020900,0.010469,0.020900,0.000000,0.000000,0.010469,0.020900,0.000000,0.010698,0.000000,0.010698,0.000001,0.010698,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010698,0.000000,0.000000,0.000000,0.010698,0.000031,0.010700,0.005384,0.011005,0.000000,0.000000,0.002240,0.010703,0.000000,0.000000,
'09:07:09:496,0.000000,0.000000,72.800000,84.200000,81.200000,0.000000,0.000000,58.700000,0.000000,0.000000,0.000000,0.000000,0.000000,97.400000,0.000000,0.000000,0.000000,0.002240,0.010703,0.000000,0.000000,0.563196,0.759323,0.000000,0.000000,0.000000,0.000000,0.013105,0.011788,0.000000,0.000000,0.000000,0.000000,0.010469,0.020900,0.977060,0.991338,0.977060,0.991338,0.000000,0.000000,0.010472,0.020900,0.000000,0.000000,0.002240,0.010703,0.003341,0.010808,0.002240,0.010703,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010466,0.020900,0.010469,0.020900,0.000000,0.000000,0.010469,0.020900,0.000000,0.010698,0.000000,0.010698,0.000001,0.010698,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010698,0.000000,0.000000,0.000000,0.010698,0.000022,0.010699,0.006721,0.011136,0.000000,0.000000,0.002240,0.010703,0.000000,0.000000,
'09:07:09:496,0.000000,0.000000,72.300000,84.400000,80.700000,0.000000,0.000000,58.900000,0.000000,0.000000,0.000000,0.000000,0.000000,97.000000,0.000000,0.000000,0.000000,0.002240,0.010703,0.000000,0.000000,0.368401,0.302086,0.000000,0.000000,0.000000,0.000000,0.025599,0.013185,0.000000,0.000000,0.000000,0.000000,0.010469,0.020900,0.997233,0.992415,0.997233,0.992415,0.000000,0.000000,0.010473,0.020901,0.000000,0.000000,0.002240,0.010703,0.003341,0.010808,0.002240,0.010703,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010466,0.020900,0.010469,0.020900,0.000000,0.000000,0.010469,0.020900,0.000000,0.010698,0.000000,0.010698,0.000001,0.010698,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010698,0.000000,0.000000,0.000000,0.010698,0.000046,0.010701,0.017510,0.012261,0.000000,0.000000,0.002240,0.010703,0.000000,0.000000,
'09:07:09:496,0.000000,0.000000,72.300000,84.200000,80.300000,0.000000,0.000000,59.100000,0.000000,0.000000,0.000000,0.000000,0.000000,97.000000,0.000000,0.000000,0.000000,0.002240,0.010703,0.000000,0.000000,0.618665,0.841264,0.000000,0.000000,0.000000,0.000000,0.032200,0.013996,0.000000,0.000000,0.000000,0.000000,0.010469,0.020900,0.998492,0.992476,0.998492,0.992476,0.000000,0.000000,0.010481,0.020902,0.000000,0.000000,0.002240,0.010703,0.003339,0.010808,0.002240,0.010703,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010466,0.020900,0.010469,0.020900,0.000000,0.000000,0.010469,0.020900,0.000000,0.010698,0.000000,0.010698,0.000001,0.010698,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010698,0.000000,0.000000,0.000000,0.010698,0.000033,0.010700,0.046112,0.015887,0.000000,0.000000,0.002240,0.010703,0.000000,0.000000,
'09:07:09:496,0.000000,0.000000,72.100000,84.100000,79.900000,0.000000,0.000000,59.200000,0.000000,0.000000,0.000000,0.000000,0.000000,96.500000,0.000000,0.000000,0.000000,0.002240,0.010703,0.000000,0.000000,0.411637,0.405710,0.000000,0.000000,0.000000,0.000000,0.036115,0.014502,0.000000,0.000000,0.000000,0.000000,0.010469,0.020900,0.996381,0.992373,0.996381,0.992373,0.000000,0.000000,0.010479,0.020901,0.000000,0.000000,0.002240,0.010703,0.003339,0.010808,0.002240,0.010703,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010466,0.020900,0.010469,0.020900,0.000000,0.000000,0.010469,0.020900,0.000000,0.010698,0.000000,0.010698,0.000001,0.010698,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000003,0.010698,0.000000,0.000000,0.000000,0.010698,0.000010,0.010699,0.457904,0.524766,0.000000,0.000000,0.002240,0.010703,0.000000,0.000000,
'09:07:09:496,0.000000,0.000000,72.300000,83.700000,79.500000,0.000000,0.000000,59.400000,0.000000,0.000000,0.000000,0.000000,0.000000,96.500000,0.000000,0.000000,0.000000,0.002240,0.010703,0.000000,0.000000,0.607883,0.827642,0.000000,0.000000,0.000000,0.000000,0.031350,0.013889,0.000000,0.000000,0.000000,0.000000,0.010469,0.020900,0.975055,0.991221,0.975055,0.991221,0.000000,0.000000,0.010479,0.020901,0.000000,0.000000,0.002240,0.010703,0.003336,0.010807,0.002240,0.010703,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010466,0.020900,0.010469,0.020900,0.000000,0.000000,0.010469,0.020900,0.000000,0.010698,0.000000,0.010698,0.000001,0.010698,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000003,0.010698,0.000000,0.000000,0.000000,0.010698,0.000006,0.010698,0.698004,0.913615,0.000000,0.000000,0.002240,0.010703,0.000000,0.000000,
'09:07:09:496,0.000000,0.000000,72.200000,83.400000,79.100000,0.000000,0.000000,59.400000,0.000000,0.000000,0.000000,0.000000,0.000000,96.000000,0.000000,0.000000,0.000000,0.002240,0.010703,0.000000,0.000000,0.331540,0.226491,0.000000,0.000000,0.000000,0.000000,0.015448,0.012037,0.000000,0.000000,0.000000,0.000000,0.010469,0.020900,0.785878,0.963080,0.785878,0.963080,0.000000,0.000000,0.010484,0.020902,0.000000,0.000000,0.002240,0.010703,0.003333,0.010807,0.002240,0.010703,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010466,0.020900,0.010469,0.020900,0.000000,0.000000,0.010469,0.020900,0.000000,0.010698,0.000000,0.010698,0.000001,0.010698,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.010698,0.000000,0.000000,0.000000,0.010698,0.000007,0.010698,0.976118,0.985999,0.000000,0.000000,0.002240,0.010703,0.000000,0.000000,
'09:07:09:496,0.000000,0.000000,72.500000,82.700000,78.800000,0.000000,0.000000,59.500000,0.000000,0.000000,0.000000,0.000000,0.000000,95.900000,0.000000,0.000000,0.000000,0.002240,0.010703,0.000000,0.000000,0.695798,0.912157,0.000000,0.000000,0.000000,0.000000,0.007062,0.011170,0.000000,0.000000,0.000000,0.000000,0.010469,0.020900,0.617729,0.844459,0.617729,0.844459,0.000000,0.000000,0.010469,0.020900,0.000000,0.000000,0.002240,0.010703,0.003335,0.010807,0.002240,0.010703,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010466,0.020900,0.010469,0.020900,0.000000,0.000000,0.010469,0.020900,0.000000,0.010698,0.000000,0.010698,0.000001,0.010698,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000002,0.010698,0.000000,0.000000,0.000000,0.010698,0.000005,0.010698,0.989676,0.986960,0.000000,0.000000,0.002240,0.010703,0.000000,0.000000,
'09:07:09:496,0.000000,0.000000,72.600000,82.400000,78.400000,0.000000,0.000000,59.300000,0.000000,0.000000,0.000000,0.000000,0.000000,95.500000,0.000000,0.000000,0.000000,0.002240,0.010703,0.000000,0.000000,0.261834,0.122807,0.000000,0.000000,0.000000,0.000000,0.004465,0.010916,0.000000,0.000000,0.000000,0.000000,0.010469,0.020900,0.485594,0.590149,0.485594,0.590149,0.000000,0.000000,0.010371,0.020886,0.000000,0.000000,0.002240,0.010703,0.003336,0.010807,0.002240,0.010703,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010466,0.020900,0.010469,0.020900,0.000000,0.000000,0.010469,0.020900,0.000000,0.010698,0.000000,0.010698,0.000001,0.010698,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.010698,0.000000,0.000000,0.000000,0.010698,0.000005,0.010698,0.991756,0.987100,0.000000,0.000000,0.002240,0.010703,0.000000,0.000000,
